day_of_week,is_weekend,month,menu_category,is_festival,festival_type,is_poya_day,temperature_avg,rainfall_mm,is_heavy_rain,supplier_invoice_qty,daily_demand_qty
3,1,4,0,0,2,0,27.7,0.6,0,100,85
1,0,4,0,0,2,0,31.9,0.4,0,105,77
1,0,4,4,0,2,0,28.6,1.2,0,90,73
1,0,4,2,0,2,0,32.8,6.5,0,124,88
1,0,4,3,0,2,0,27.8,5.7,0,137,102
1,0,4,1,0,2,0,30.3,1.6,0,169,128
5,0,4,3,0,2,0,32.1,1.1,0,161,132
5,0,4,1,0,2,0,28.6,2.0,0,117,93
5,0,4,2,0,2,0,32.7,0.6,0,143,128
5,0,4,4,0,2,0,28.2,4.7,0,139,100
5,0,4,0,0,2,0,28.0,10.7,0,139,124
6,0,4,3,0,2,0,31.8,2.7,0,87,80
6,0,4,1,0,2,0,30.5,3.8,0,139,113
6,0,4,2,0,2,0,32.2,0.4,0,123,102
6,0,4,4,0,2,0,30.8,0.2,0,166,146
6,0,4,0,0,2,0,26.5,0.3,0,103,73
4,0,4,0,1,0,0,29.6,9.2,0,87,116
4,0,4,4,1,0,0,31.4,1.2,0,117,126
4,0,4,2,1,0,0,28.5,2.1,0,84,109
4,0,4,1,1,0,0,28.4,6.0,0,86,116
4,0,4,3,1,0,0,29.6,2.0,0,110,128
0,0,4,3,1,0,1,30.4,1.9,0,129,136
0,0,4,1,1,0,1,27.8,1.2,0,184,238
0,0,4,2,1,0,1,29.7,0.2,0,193,226
0,0,4,4,1,0,1,26.9,2.6,0,81,103
0,0,4,0,1,0,1,30.1,5.5,0,111,142
2,1,4,4,0,2,1,26.9,0.9,0,125,105
2,1,4,2,0,2,1,28.7,0.7,0,195,178
2,1,4,0,0,2,1,32.9,4.5,0,173,190
2,1,4,3,0,2,1,27.1,0.2,0,96,107
2,1,4,1,0,2,1,27.6,1.9,0,138,139
3,1,4,3,0,2,0,31.9,10.0,0,97,100
3,1,4,1,0,2,0,27.5,15.3,0,125,132
3,1,4,2,0,2,0,31.4,4.3,0,154,144
3,1,4,4,0,2,0,31.3,1.3,0,171,146
3,1,4,0,0,2,0,27.2,0.6,0,158,137
1,0,4,3,0,2,0,32.8,2.7,0,102,93
1,0,4,1,0,2,0,31.1,3.1,0,140,124
1,0,4,2,0,2,0,30.3,0.4,0,102,89
1,0,4,4,0,2,0,32.1,4.0,0,180,133
1,0,4,0,0,2,0,29.2,0.0,0,80,71
5,0,4,4,0,2,0,31.5,3.2,0,165,150
5,0,4,2,0,2,0,31.7,3.8,0,145,114
5,0,4,0,0,2,0,31.9,7.2,0,157,118
5,0,4,3,0,2,0,32.2,1.3,0,178,142
5,0,4,1,0,2,0,31.6,0.9,0,89,79
6,0,4,3,0,2,0,32.7,1.8,0,154,137
6,0,4,1,0,2,0,31.9,2.5,0,162,154
6,0,4,2,0,2,0,28.6,2.4,0,99,89
6,0,4,4,0,2,0,27.5,0.6,0,181,145
6,0,4,0,0,2,0,30.9,0.0,0,117,87
4,0,4,3,0,2,0,27.3,2.0,0,96,81
4,0,4,1,0,2,0,29.4,4.1,0,167,121
4,0,4,2,0,2,0,27.6,4.9,0,199,169
4,0,4,4,0,2,0,30.7,6.5,0,110,78
4,0,4,0,0,2,0,28.3,4.0,0,162,116
0,0,4,0,0,2,0,32.5,4.1,0,96,83
0,0,4,4,0,2,0,26.4,6.5,0,126,120
0,0,4,2,0,2,0,28.3,2.3,0,97,77
0,0,4,3,0,2,0,28.3,6.1,0,181,136
0,0,4,1,0,2,0,31.8,2.9,0,124,91
2,1,4,3,0,2,0,29.5,0.8,0,94,91
2,1,4,1,0,2,0,31.9,1.9,0,88,99
2,1,4,2,0,2,0,27.4,3.3,0,89,84
2,1,4,4,0,2,0,26.2,0.1,0,197,182
2,1,4,0,0,2,0,29.6,1.4,0,196,168
3,1,4,3,0,2,0,32.0,1.0,0,148,162
3,1,4,1,0,2,0,27.3,6.5,0,153,172
3,1,4,2,0,2,0,30.9,4.0,0,182,202
3,1,4,4,0,2,0,32.4,6.1,0,179,191
3,1,4,0,0,2,0,27.1,3.8,0,139,133
1,0,4,4,0,2,0,31.3,2.4,0,156,120
1,0,4,2,0,2,0,27.9,6.2,0,89,68
1,0,4,0,0,2,0,27.1,7.7,0,186,133
1,0,4,3,0,2,0,32.5,2.6,0,164,118
1,0,4,1,0,2,0,26.4,1.3,0,171,131
5,0,4,3,0,2,0,32.3,0.6,0,147,114
5,0,4,1,0,2,0,31.4,0.4,0,94,66
5,0,4,2,0,2,0,30.6,13.2,0,94,87
5,0,4,4,0,2,0,28.8,7.0,0,199,152
5,0,4,0,0,2,0,31.1,15.9,0,161,119
6,0,4,4,0,2,0,30.8,3.2,0,103,75
6,0,4,2,0,2,0,27.1,1.0,0,185,134
6,0,4,0,0,2,0,32.0,5.1,0,120,108
6,0,4,3,0,2,0,31.1,0.8,0,128,104
6,0,4,1,0,2,0,32.8,3.8,0,140,102
4,0,4,3,0,2,0,29.8,3.8,0,189,154
4,0,4,1,0,2,0,29.4,0.7,0,81,70
4,0,4,2,0,2,0,27.5,0.4,0,95,76
4,0,4,4,0,2,0,30.6,3.2,0,167,150
4,0,4,0,0,2,0,26.8,1.8,0,178,127
0,0,4,3,0,2,0,31.5,0.9,0,86,79
0,0,4,1,0,2,0,29.8,5.7,0,195,162
0,0,4,2,0,2,0,27.4,8.4,0,165,122
0,0,4,4,0,2,0,27.8,11.7,0,119,113
0,0,4,0,0,2,0,31.4,0.1,0,104,75
2,1,4,4,0,2,0,29.7,1.4,0,171,182
2,1,4,2,0,2,0,26.7,2.3,0,90,81
2,1,4,0,0,2,0,27.9,1.5,0,88,84
2,1,4,3,0,2,0,28.4,1.3,0,121,120
2,1,4,1,0,2,0,26.7,4.3,0,168,161
3,1,4,3,0,2,0,32.4,3.0,0,121,118
3,1,4,1,0,2,0,29.9,0.7,0,159,174
3,1,4,2,0,2,0,32.3,1.3,0,119,118
3,1,4,4,0,2,0,30.2,0.1,0,87,96
3,1,4,0,0,2,0,30.6,0.7,0,83,90
1,0,5,3,0,2,0,32.8,7.8,0,88,79
1,0,5,1,0,2,0,29.5,13.7,0,142,117
1,0,5,2,0,2,0,26.9,5.2,0,113,84
1,0,5,4,0,2,0,32.2,2.2,0,198,145
1,0,5,0,0,2,0,30.8,0.4,0,147,129
5,0,5,0,0,2,0,31.8,1.6,0,169,129
5,0,5,4,0,2,0,30.6,1.5,0,167,138
5,0,5,2,0,2,0,31.0,1.5,0,90,83
5,0,5,3,0,2,0,32.2,0.3,0,84,79
5,0,5,1,0,2,0,28.4,1.4,0,181,151
6,0,5,3,0,2,0,26.8,0.4,0,112,85
6,0,5,1,0,2,0,27.0,1.7,0,126,94
6,0,5,2,0,2,0,30.3,2.3,0,101,89
6,0,5,4,0,2,0,31.6,7.4,0,170,146
6,0,5,0,0,2,0,26.9,4.5,0,145,113
4,0,5,3,0,2,0,26.0,4.6,0,149,136
4,0,5,1,0,2,0,27.6,7.3,0,166,119
4,0,5,2,0,2,0,28.4,8.1,0,126,98
4,0,5,4,0,2,0,27.5,0.1,0,196,157
4,0,5,0,0,2,0,31.3,9.4,0,96,86
0,0,5,4,1,1,0,26.9,2.1,0,157,193
0,0,5,2,1,1,0,29.1,2.5,0,179,214
0,0,5,0,1,1,0,26.1,2.2,0,93,130
0,0,5,3,1,1,0,31.5,4.4,0,161,208
0,0,5,1,1,1,0,32.1,0.0,0,138,151
2,1,5,3,0,2,0,28.0,7.8,0,162,183
2,1,5,1,0,2,0,31.8,4.8,0,107,90
2,1,5,2,0,2,0,32.7,5.2,0,198,198
2,1,5,4,0,2,0,30.4,2.4,0,199,209
2,1,5,0,0,2,0,29.8,0.4,0,109,93
3,1,5,3,0,2,0,30.0,1.3,0,93,95
3,1,5,1,0,2,0,28.1,1.4,0,173,176
3,1,5,2,0,2,0,26.5,8.4,0,81,84
3,1,5,4,0,2,0,30.2,8.9,0,134,134
3,1,5,0,0,2,0,31.9,1.3,0,91,92
1,0,5,0,0,2,0,26.6,9.7,0,125,112
1,0,5,4,0,2,0,32.2,3.4,0,124,108
1,0,5,3,0,2,0,33.0,7.7,0,100,72
1,0,5,1,0,2,0,31.8,3.7,0,112,99
1,0,5,2,0,2,0,29.7,0.1,0,114,103
5,0,5,3,0,2,0,30.2,8.9,0,172,128
5,0,5,1,0,2,0,32.6,2.4,0,108,93
5,0,5,2,0,2,0,30.7,0.6,0,83,66
5,0,5,4,0,2,0,29.4,4.2,0,145,111
5,0,5,0,0,2,0,29.3,16.5,0,151,130
6,0,5,3,0,2,0,26.5,1.2,0,96,68
6,0,5,1,0,2,0,30.2,9.5,0,162,125
6,0,5,2,0,2,0,32.8,1.6,0,192,164
6,0,5,4,0,2,0,29.3,2.4,0,163,123
6,0,5,0,0,2,0,29.6,0.0,0,125,89
4,0,5,4,0,2,0,30.3,0.5,0,130,120
4,0,5,0,0,2,0,30.0,0.1,0,143,125
4,0,5,2,0,2,0,26.3,1.3,0,167,121
4,0,5,3,0,2,0,31.8,7.4,0,176,138
4,0,5,1,0,2,0,31.6,3.4,0,141,113
0,0,5,3,0,2,0,32.9,0.6,0,125,93
0,0,5,1,0,2,0,28.7,5.2,0,151,140
0,0,5,2,0,2,0,31.0,3.7,0,191,148
0,0,5,4,0,2,0,31.0,12.3,0,148,104
0,0,5,0,0,2,0,30.5,0.2,0,188,171
2,1,5,3,0,2,0,26.3,8.2,0,97,85
2,1,5,1,0,2,0,28.7,2.4,0,161,140
2,1,5,2,0,2,0,30.2,3.2,0,192,165
2,1,5,4,0,2,0,26.6,1.8,0,118,114
2,1,5,0,0,2,0,30.5,4.2,0,130,132
3,1,5,0,0,2,1,29.4,3.4,0,169,188
3,1,5,4,0,2,1,31.7,4.7,0,91,84
3,1,5,2,0,2,1,32.3,0.3,0,95,108
3,1,5,3,0,2,1,26.1,4.0,0,197,172
3,1,5,1,0,2,1,27.1,0.8,0,149,131
1,0,5,3,0,2,1,31.7,1.0,0,104,92
1,0,5,1,0,2,1,30.6,7.5,0,133,121
1,0,5,2,0,2,1,28.8,0.3,0,152,118
1,0,5,4,0,2,1,31.5,2.4,0,177,141
1,0,5,0,0,2,1,29.2,3.5,0,120,97
5,0,5,3,0,2,0,28.2,3.5,0,136,96
5,0,5,1,0,2,0,28.8,3.0,0,113,84
5,0,5,2,0,2,0,29.0,0.6,0,135,120
5,0,5,4,0,2,0,32.6,1.7,0,153,132
5,0,5,0,0,2,0,30.5,1.7,0,174,156
6,0,5,4,0,2,0,26.2,2.8,0,154,113
6,0,5,2,0,2,0,26.7,0.7,0,129,106
6,0,5,0,0,2,0,26.7,0.9,0,186,148
6,0,5,3,0,2,0,30.2,0.4,0,143,122
6,0,5,1,0,2,0,28.6,1.0,0,155,130
4,0,5,3,0,2,0,27.1,0.1,0,138,102
4,0,5,1,0,2,0,29.4,0.6,0,116,109
4,0,5,2,0,2,0,28.2,8.8,0,147,139
4,0,5,4,0,2,0,29.8,0.4,0,138,130
4,0,5,0,0,2,0,28.7,1.9,0,191,171
0,0,5,3,0,2,0,32.9,2.6,0,92,77
0,0,5,1,0,2,0,31.3,7.2,0,130,103
0,0,5,2,0,2,0,31.8,4.9,0,192,159
0,0,5,4,0,2,0,30.7,1.1,0,90,76
0,0,5,0,0,2,0,28.4,3.5,0,103,98
2,1,5,0,0,2,0,26.9,3.6,0,177,187
2,1,5,2,0,2,0,31.5,2.5,0,182,174
2,1,5,4,0,2,0,26.3,2.6,0,115,128
2,1,5,3,0,2,0,27.1,6.8,0,179,172
2,1,5,1,0,2,0,33.0,8.5,0,183,172
3,1,5,3,0,2,0,29.7,8.2,0,100,106
3,1,5,1,0,2,0,29.8,0.2,0,135,125
3,1,5,2,0,2,0,32.1,11.5,0,96,108
3,1,5,4,0,2,0,29.6,0.4,0,131,144
3,1,5,0,0,2,0,30.1,1.9,0,181,180
1,0,5,3,0,2,0,29.9,2.3,0,106,88
1,0,5,1,0,2,0,29.4,3.4,0,130,120
1,0,5,2,0,2,0,29.2,2.3,0,126,112
1,0,5,4,0,2,0,30.0,12.5,0,127,121
1,0,5,0,0,2,0,26.4,0.0,0,160,146
5,0,5,0,0,2,0,28.5,6.5,0,103,91
5,0,5,4,0,2,0,32.1,3.0,0,143,111
5,0,5,3,0,2,0,32.3,0.3,0,117,89
5,0,5,1,0,2,0,26.2,14.2,0,140,130
5,0,5,2,0,2,0,26.1,2.6,0,172,122
6,0,5,3,0,2,0,29.7,6.3,0,114,108
6,0,5,1,0,2,0,30.7,7.1,0,150,105
6,0,5,2,0,2,0,26.3,1.7,0,116,103
6,0,5,4,0,2,0,27.0,5.6,0,84,76
6,0,5,0,0,2,0,31.7,8.6,0,114,97
4,0,5,4,0,2,0,26.0,0.4,0,181,140
4,0,5,2,0,2,0,26.8,6.6,0,124,108
4,0,5,0,0,2,0,26.5,2.8,0,185,141
4,0,5,3,0,2,0,26.6,2.7,0,125,96
4,0,5,1,0,2,0,30.8,0.1,0,154,121
0,0,5,3,0,2,0,29.3,0.6,0,169,135
0,0,5,1,0,2,0,28.1,1.1,0,118,94
0,0,5,2,0,2,0,28.0,0.7,0,134,124
0,0,5,4,0,2,0,28.3,2.6,0,144,121
0,0,5,0,0,2,0,27.5,0.1,0,98,77
2,1,5,3,0,2,0,30.5,0.5,0,160,169
2,1,5,1,0,2,0,32.1,2.4,0,179,184
2,1,5,2,0,2,0,26.5,4.6,0,93,91
2,1,5,4,0,2,0,27.6,1.4,0,158,159
2,1,5,0,0,2,0,29.6,0.6,0,166,175
3,1,5,4,0,2,0,27.9,4.9,0,166,168
3,1,5,2,0,2,0,26.7,0.8,0,172,147
3,1,5,0,0,2,0,29.3,1.7,0,123,131
3,1,5,3,0,2,0,28.8,0.7,0,113,99
3,1,5,1,0,2,0,30.4,0.2,0,155,149
1,0,5,0,0,2,0,29.5,2.0,0,170,155
1,0,5,4,0,2,0,32.6,4.5,0,96,84
1,0,5,3,0,2,0,28.2,0.4,0,144,105
1,0,5,1,0,2,0,30.0,8.1,0,147,132
1,0,5,2,0,2,0,32.2,2.3,0,128,102
5,0,5,3,0,2,0,30.7,0.6,0,164,144
5,0,5,1,0,2,0,30.7,13.5,0,187,137
5,0,5,2,0,2,0,30.7,11.5,0,152,110
5,0,5,4,0,2,0,31.5,4.1,0,121,88
5,0,5,0,0,2,0,29.5,1.9,0,120,98
6,0,5,4,0,2,0,29.3,8.5,0,176,158
6,0,5,2,0,2,0,28.9,5.1,0,88,76
6,0,5,0,0,2,0,31.3,0.1,0,88,65
6,0,5,3,0,2,0,26.8,4.0,0,178,141
6,0,5,1,0,2,0,26.4,5.8,0,161,135
4,0,6,3,0,2,0,30.6,5.4,0,107,101
4,0,6,1,0,2,0,26.4,4.6,0,133,100
4,0,6,2,0,2,0,32.2,1.4,0,178,154
4,0,6,4,0,2,0,31.8,6.1,0,132,101
4,0,6,0,0,2,0,31.8,0.1,0,116,108
0,0,6,0,0,2,0,27.9,1.0,0,171,161
0,0,6,3,0,2,0,31.9,4.9,0,93,75
0,0,6,1,0,2,0,29.5,2.1,0,96,89
0,0,6,2,0,2,0,27.9,5.2,0,104,98
0,0,6,4,0,2,0,29.6,4.5,0,163,133
2,1,6,4,0,2,0,30.5,3.4,0,159,148
2,1,6,0,0,2,0,30.5,14.6,0,190,198
2,1,6,2,0,2,0,28.1,5.9,0,137,124
2,1,6,3,0,2,0,26.9,0.1,0,138,132
2,1,6,1,0,2,0,28.6,0.8,0,86,73
3,1,6,3,0,2,0,29.8,7.1,0,166,178
3,1,6,1,0,2,0,29.2,2.0,0,83,92
3,1,6,2,0,2,0,31.0,11.1,0,177,174
3,1,6,4,0,2,0,31.2,2.6,0,169,171
3,1,6,0,0,2,0,32.9,1.1,0,135,154
1,0,6,3,0,2,0,29.8,13.2,0,107,96
1,0,6,1,0,2,0,27.4,5.2,0,150,110
1,0,6,2,0,2,0,30.4,6.1,0,124,95
1,0,6,4,0,2,0,32.9,3.0,0,147,117
1,0,6,0,0,2,0,30.7,1.2,0,128,120
5,0,6,0,0,2,0,32.6,13.1,0,85,65
5,0,6,4,0,2,0,32.7,3.0,0,94,74
5,0,6,1,0,2,0,31.0,0.3,0,192,179
5,0,6,3,0,2,0,28.4,5.2,0,136,125
5,0,6,2,0,2,0,29.5,1.0,0,199,146
6,0,6,3,0,2,0,31.6,2.5,0,153,114
6,0,6,1,0,2,0,29.2,3.3,0,85,69
6,0,6,2,0,2,0,27.5,0.2,0,112,82
6,0,6,4,0,2,0,33.0,3.0,0,174,132
6,0,6,0,0,2,0,32.7,0.9,0,178,147
4,0,6,3,0,2,0,28.8,12.2,0,141,119
4,0,6,1,0,2,0,27.8,2.3,0,98,73
4,0,6,2,0,2,0,27.5,0.1,0,85,64
4,0,6,4,0,2,0,31.5,9.5,0,177,155
4,0,6,0,0,2,0,28.8,12.2,0,113,100
0,0,6,0,0,2,0,27.6,4.0,0,167,151
0,0,6,4,0,2,0,31.8,6.1,0,171,159
0,0,6,2,0,2,0,30.0,5.9,0,165,140
0,0,6,3,0,2,0,27.1,2.6,0,175,136
0,0,6,1,0,2,0,27.6,2.5,0,160,119
2,1,6,3,0,2,0,27.2,2.9,0,127,110
2,1,6,1,0,2,0,29.0,0.1,0,146,162
2,1,6,2,0,2,0,26.0,9.3,0,133,128
2,1,6,4,0,2,0,32.4,20.0,0,111,110
2,1,6,0,0,2,0,29.4,4.0,0,99,106
3,1,6,4,0,2,0,32.1,14.7,0,166,165
3,1,6,2,0,2,0,28.5,4.3,0,193,214
3,1,6,0,0,2,0,27.5,0.2,0,144,129
3,1,6,3,0,2,0,32.4,12.1,0,170,157
3,1,6,1,0,2,0,30.4,19.5,0,172,174
1,0,6,3,0,2,0,32.1,1.3,0,172,139
1,0,6,1,0,2,0,31.0,3.3,0,100,83
1,0,6,2,0,2,0,31.3,1.3,0,139,112
1,0,6,4,0,2,0,32.3,7.5,0,84,68
1,0,6,0,0,2,0,31.5,2.6,0,94,79
5,0,6,3,0,2,0,27.4,1.2,0,191,150
5,0,6,1,0,2,0,32.0,0.9,0,170,122
5,0,6,2,0,2,0,32.6,2.8,0,146,106
5,0,6,4,0,2,0,31.8,0.2,0,115,100
5,0,6,0,0,2,0,31.4,4.3,0,146,121
6,0,6,4,0,2,1,32.8,1.0,0,117,82
6,0,6,2,0,2,1,30.1,0.3,0,149,106
6,0,6,0,0,2,1,29.1,8.6,0,165,146
6,0,6,3,0,2,1,29.2,0.2,0,195,157
6,0,6,1,0,2,1,26.3,0.5,0,141,117
4,0,6,3,0,2,1,32.8,1.0,0,115,102
4,0,6,1,0,2,1,31.9,2.2,0,129,119
4,0,6,2,0,2,1,31.7,1.2,0,130,97
4,0,6,4,0,2,1,28.6,9.3,0,197,158
4,0,6,0,0,2,1,27.5,5.8,0,133,113
0,0,6,3,0,2,0,30.6,0.3,0,110,98
0,0,6,1,0,2,0,26.1,1.3,0,88,68
0,0,6,2,0,2,0,30.4,2.6,0,96,82
0,0,6,4,0,2,0,28.1,5.0,0,100,84
0,0,6,0,0,2,0,31.5,4.9,0,130,103
2,1,6,0,0,2,0,32.8,7.8,0,142,152
2,1,6,4,0,2,0,26.4,0.6,0,149,140
2,1,6,2,0,2,0,31.1,7.9,0,160,136
2,1,6,3,0,2,0,32.5,7.0,0,183,164
2,1,6,1,0,2,0,26.7,6.5,0,190,199
3,1,6,3,0,2,0,30.7,2.3,0,143,141
3,1,6,1,0,2,0,28.7,0.7,0,111,106
3,1,6,2,0,2,0,32.3,0.1,0,122,133
3,1,6,4,0,2,0,26.1,4.9,0,93,102
3,1,6,0,0,2,0,26.7,3.3,0,108,117
1,0,6,3,0,2,0,29.8,13.6,0,162,131
1,0,6,1,0,2,0,28.2,2.6,0,183,136
1,0,6,2,0,2,0,31.6,3.2,0,155,117
1,0,6,4,0,2,0,32.2,6.6,0,174,135
1,0,6,0,0,2,0,28.0,8.2,0,194,160
5,0,6,4,0,2,0,28.1,1.7,0,96,90
5,0,6,2,0,2,0,27.1,0.8,0,91,70
5,0,6,0,0,2,0,29.0,8.4,0,148,106
5,0,6,3,0,2,0,26.5,1.5,0,198,167
5,0,6,1,0,2,0,31.8,9.5,0,161,123
6,0,6,3,0,2,0,31.5,1.3,0,191,150
6,0,6,1,0,2,0,30.7,0.3,0,173,137
6,0,6,2,0,2,0,32.6,4.1,0,133,117
6,0,6,4,0,2,0,26.8,6.1,0,133,113
6,0,6,0,0,2,0,32.9,1.6,0,142,115
4,0,6,3,0,2,0,32.9,0.3,0,108,102
4,0,6,1,0,2,0,26.7,3.2,0,107,86
4,0,6,2,0,2,0,31.2,4.9,0,120,90
4,0,6,4,0,2,0,29.6,0.3,0,82,62
4,0,6,0,0,2,0,29.4,1.3,0,103,89
0,0,6,0,0,2,0,30.7,4.9,0,127,107
0,0,6,4,0,2,0,30.5,4.9,0,85,65
0,0,6,3,0,2,0,32.8,3.7,0,118,88
0,0,6,1,0,2,0,32.5,0.3,0,120,87
0,0,6,2,0,2,0,30.2,3.9,0,190,159
2,1,6,3,0,2,0,29.7,1.1,0,81,89
2,1,6,1,0,2,0,32.6,0.4,0,89,91
2,1,6,2,0,2,0,27.5,11.2,0,100,90
2,1,6,4,0,2,0,30.1,4.8,0,104,89
2,1,6,0,0,2,0,30.4,1.9,0,86,79
3,1,6,3,0,2,0,29.2,12.6,0,115,122
3,1,6,1,0,2,0,30.3,5.4,0,85,96
3,1,6,2,0,2,0,26.7,0.0,0,133,125
3,1,6,4,0,2,0,32.2,0.4,0,104,101
3,1,6,0,0,2,0,27.8,2.3,0,152,148
1,0,6,4,0,2,0,27.7,1.0,0,148,106
1,0,6,0,0,2,0,32.4,1.8,0,129,114
1,0,6,2,0,2,0,31.7,0.2,0,131,92
1,0,6,3,0,2,0,33.0,1.0,0,122,105
1,0,6,1,0,2,0,27.7,5.0,0,119,103
5,0,6,3,0,2,0,30.2,4.5,0,161,128
5,0,6,1,0,2,0,28.3,8.7,0,98,81
5,0,6,2,0,2,0,28.0,6.2,0,82,70
5,0,6,4,0,2,0,31.2,5.4,0,189,146
5,0,6,0,0,2,0,31.4,2.2,0,85,76
6,0,6,3,0,2,0,28.3,8.0,0,176,163
6,0,6,1,0,2,0,30.7,6.2,0,164,132
6,0,6,2,0,2,0,32.1,4.1,0,181,146
6,0,6,4,0,2,0,29.1,4.2,0,116,104
6,0,6,0,0,2,0,28.9,2.8,0,90,76
4,0,6,0,0,2,0,30.6,8.5,0,188,170
4,0,6,4,0,2,0,26.8,2.9,0,192,143
4,0,6,2,0,2,0,31.0,0.0,0,80,74
4,0,6,3,0,2,0,27.4,3.6,0,86,61
4,0,6,1,0,2,0,29.4,10.5,0,158,122
0,0,6,3,0,2,0,29.1,6.6,0,80,62
0,0,6,1,0,2,0,27.7,2.9,0,102,78
0,0,6,2,0,2,0,31.2,0.3,0,167,150
0,0,6,4,0,2,0,28.2,9.8,0,175,157
0,0,6,0,0,2,0,30.4,1.9,0,137,128
2,1,7,3,0,2,0,32.1,0.4,0,88,76
2,1,7,1,0,2,0,31.8,1.7,0,120,132
2,1,7,2,0,2,0,30.7,7.3,0,166,162
2,1,7,4,0,2,0,28.9,0.1,0,152,135
2,1,7,0,0,2,0,30.7,0.8,0,125,119
3,1,7,0,0,2,0,27.6,2.9,0,107,100
3,1,7,2,0,2,0,29.8,1.7,0,186,197
3,1,7,4,0,2,0,32.2,0.5,0,190,166
3,1,7,1,0,2,0,31.0,5.3,0,97,90
3,1,7,3,0,2,0,29.4,2.2,0,198,166
1,0,7,3,0,2,0,27.2,1.1,0,98,77
1,0,7,1,0,2,0,31.2,3.4,0,186,156
1,0,7,2,0,2,0,28.9,2.2,0,98,85
1,0,7,4,0,2,0,28.9,5.6,0,108,89
1,0,7,0,0,2,0,28.9,8.2,0,113,80
5,0,7,3,0,2,0,32.6,4.8,0,196,143
5,0,7,1,0,2,0,28.4,0.6,0,105,87
5,0,7,2,0,2,0,26.8,5.8,0,146,110
5,0,7,4,0,2,0,29.6,2.2,0,192,164
5,0,7,0,0,2,0,32.0,4.5,0,82,69
6,0,7,0,0,2,0,28.8,2.6,0,90,65
6,0,7,4,0,2,0,31.5,2.4,0,162,147
6,0,7,2,0,2,0,32.1,0.9,0,187,146
6,0,7,1,0,2,0,31.1,3.1,0,144,118
6,0,7,3,0,2,0,30.4,4.7,0,95,67
4,0,7,3,0,2,0,28.7,6.5,0,130,100
4,0,7,1,0,2,0,27.5,0.2,0,85,68
4,0,7,2,0,2,0,29.8,13.8,0,171,143
4,0,7,4,0,2,0,32.9,2.4,0,156,141
4,0,7,0,0,2,0,29.0,23.5,1,185,123
0,0,7,3,0,2,0,27.5,1.7,0,143,122
0,0,7,1,0,2,0,30.9,1.9,0,139,122
0,0,7,2,0,2,0,30.6,4.9,0,170,135
0,0,7,4,0,2,0,31.8,7.4,0,88,62
0,0,7,0,0,2,0,31.6,5.9,0,158,113
2,1,7,0,0,2,0,27.1,1.2,0,174,177
2,1,7,4,0,2,0,27.2,0.9,0,171,164
2,1,7,3,0,2,0,30.1,2.2,0,137,147
2,1,7,1,0,2,0,31.3,6.5,0,137,146
2,1,7,2,0,2,0,26.1,0.9,0,123,131
3,1,7,3,0,2,0,30.6,8.8,0,180,180
3,1,7,1,0,2,0,31.3,1.5,0,140,148
3,1,7,2,0,2,0,27.9,0.9,0,138,124
3,1,7,4,0,2,0,30.2,7.9,0,173,192
3,1,7,0,0,2,0,29.5,0.8,0,160,162
1,0,7,3,0,2,0,26.9,2.3,0,102,88
1,0,7,1,0,2,0,31.6,1.3,0,117,97
1,0,7,2,0,2,0,30.5,5.5,0,140,109
1,0,7,4,0,2,0,27.9,0.8,0,189,143
1,0,7,0,0,2,0,30.2,1.2,0,182,163
5,0,7,0,0,2,0,32.0,6.1,0,168,155
5,0,7,4,0,2,0,32.2,1.1,0,84,72
5,0,7,3,0,2,0,31.8,2.5,0,198,148
5,0,7,1,0,2,0,26.6,4.8,0,155,114
5,0,7,2,0,2,0,27.5,2.5,0,101,72
6,0,7,3,0,2,0,32.2,1.6,0,108,87
6,0,7,1,0,2,0,30.7,0.4,0,87,66
6,0,7,2,0,2,0,30.0,0.3,0,127,115
6,0,7,4,0,2,0,32.3,10.8,0,170,153
6,0,7,0,0,2,0,32.0,24.2,1,114,82
4,0,7,4,0,2,0,31.4,3.9,0,175,136
4,0,7,0,0,2,0,26.9,2.9,0,137,115
4,0,7,2,0,2,0,26.6,1.5,0,165,116
4,0,7,1,0,2,0,28.5,6.1,0,154,108
4,0,7,3,0,2,0,28.1,1.5,0,114,80
0,0,7,3,0,2,1,30.4,8.0,0,89,71
0,0,7,1,0,2,1,26.5,4.1,0,98,79
0,0,7,2,0,2,1,31.0,2.0,0,99,83
0,0,7,4,0,2,1,32.1,1.9,0,177,139
0,0,7,0,0,2,1,29.7,1.0,0,130,105
2,1,7,3,0,2,1,29.5,7.9,0,121,128
2,1,7,1,0,2,1,30.2,0.2,0,90,98
2,1,7,2,0,2,1,28.5,8.0,0,199,223
2,1,7,4,0,2,1,27.2,2.8,0,120,124
2,1,7,0,0,2,1,32.8,0.3,0,101,90
3,1,7,0,0,2,0,32.7,3.1,0,135,152
3,1,7,4,0,2,0,27.2,2.4,0,119,129
3,1,7,3,0,2,0,30.5,3.7,0,94,85
3,1,7,1,0,2,0,26.3,3.5,0,160,175
3,1,7,2,0,2,0,27.2,0.1,0,191,162
1,0,7,3,0,2,0,32.2,3.5,0,128,98
1,0,7,1,0,2,0,32.4,3.5,0,151,109
1,0,7,2,0,2,0,30.2,4.9,0,108,87
1,0,7,4,0,2,0,26.6,3.7,0,195,149
1,0,7,0,0,2,0,30.8,3.6,0,159,146
5,0,7,4,0,2,0,32.6,6.0,0,189,148
