restaurant_id,sale_date,dish_id,qty
rest-001,2025-09-18,4,16
rest-001,2025-09-18,5,7
rest-001,2025-09-18,6,10
rest-001,2025-09-18,7,1
rest-001,2025-09-18,8,12
rest-001,2025-09-19,1,20
rest-001,2025-09-19,2,8
rest-001,2025-09-19,3,8
rest-001,2025-09-19,4,19
rest-001,2025-09-19,5,12
rest-001,2025-09-19,6,8
rest-001,2025-09-19,7,3
rest-001,2025-09-19,8,6
rest-001,2025-09-20,1,35
rest-001,2025-09-20,2,10
rest-001,2025-09-20,3,17
rest-001,2025-09-20,4,10
rest-001,2025-09-20,5,4
rest-001,2025-09-20,6,9
rest-001,2025-09-20,7,5
rest-001,2025-09-20,8,3
rest-001,2025-09-21,1,36
rest-001,2025-09-21,2,13
rest-001,2025-09-21,3,28
rest-001,2025-09-21,4,15
rest-001,2025-09-21,5,10
rest-001,2025-09-21,6,6
rest-001,2025-09-21,7,4
rest-001,2025-09-21,8,12
rest-001,2025-09-22,1,17
rest-001,2025-09-22,2,18
rest-001,2025-09-22,3,31
rest-001,2025-09-22,4,20
rest-001,2025-09-22,5,3
rest-001,2025-09-22,6,5
rest-001,2025-09-22,7,7
rest-001,2025-09-22,8,13
rest-001,2025-09-23,1,23
rest-001,2025-09-23,2,12
rest-001,2025-09-23,3,19
rest-001,2025-09-23,4,15
rest-001,2025-09-23,5,13
rest-001,2025-09-23,6,4
rest-001,2025-09-23,7,5
rest-001,2025-09-23,8,5
rest-001,2025-09-24,1,24
rest-001,2025-09-24,2,17
rest-001,2025-09-24,3,23
rest-001,2025-09-24,4,14
rest-001,2025-09-24,5,7
rest-001,2025-09-24,6,1
rest-001,2025-09-24,7,3
rest-001,2025-09-24,8,10
rest-001,2025-09-25,1,29
rest-001,2025-09-25,2,14
rest-001,2025-09-25,3,19
rest-001,2025-09-25,4,22
rest-001,2025-09-25,5,6
rest-001,2025-09-25,6,3
rest-001,2025-09-25,7,5
rest-001,2025-09-25,8,11
rest-001,2025-09-26,1,36
rest-001,2025-09-26,2,15
rest-001,2025-09-26,3,33
rest-001,2025-09-26,4,9
rest-001,2025-09-26,5,12
rest-001,2025-09-26,6,5
rest-001,2025-09-26,7,7
rest-001,2025-09-26,8,21
rest-001,2025-09-27,1,29
rest-001,2025-09-27,2,18
rest-001,2025-09-27,3,35
rest-001,2025-09-27,4,11
rest-001,2025-09-27,5,13
rest-001,2025-09-27,6,10
rest-001,2025-09-27,7,7
rest-001,2025-09-27,8,16
rest-001,2025-09-28,1,53
rest-001,2025-09-28,2,24
rest-001,2025-09-28,3,24
rest-001,2025-09-28,4,13
rest-001,2025-09-28,5,3
rest-001,2025-09-28,6,7
rest-001,2025-09-28,7,6
rest-001,2025-09-28,8,15
rest-001,2025-09-29,1,30
rest-001,2025-09-29,2,15
rest-001,2025-09-29,3,28
rest-001,2025-09-29,4,20
rest-001,2025-09-29,5,6
rest-001,2025-09-29,6,4
rest-001,2025-09-29,7,4
rest-001,2025-09-29,8,13
rest-001,2025-09-30,1,36
rest-001,2025-09-30,2,21
rest-001,2025-09-30,3,12
rest-001,2025-09-30,4,8
rest-001,2025-09-30,5,9
rest-001,2025-09-30,6,13
rest-001,2025-09-30,7,2
rest-001,2025-09-30,8,12
rest-001,2025-10-01,1,13
rest-001,2025-10-01,2,30
rest-001,2025-10-01,3,17
rest-001,2025-10-01,4,13
rest-001,2025-10-01,5,7
rest-001,2025-10-01,6,9
rest-001,2025-10-01,7,3
rest-001,2025-10-01,8,12
rest-001,2025-10-02,1,48
rest-001,2025-10-02,2,26
rest-001,2025-10-02,3,36
rest-001,2025-10-02,4,12
rest-001,2025-10-02,5,10
rest-001,2025-10-02,6,3
rest-001,2025-10-02,7,10
rest-001,2025-10-02,8,5
rest-001,2025-10-03,1,37
rest-001,2025-10-03,2,25
rest-001,2025-10-03,3,36
rest-001,2025-10-03,4,7
rest-001,2025-10-03,5,9
rest-001,2025-10-03,6,7
rest-001,2025-10-03,7,6
rest-001,2025-10-03,8,12
rest-001,2025-10-04,1,24
rest-001,2025-10-04,2,21
rest-001,2025-10-04,3,32
rest-001,2025-10-04,4,28
rest-001,2025-10-04,5,8
rest-001,2025-10-04,6,8
rest-001,2025-10-04,7,2
rest-001,2025-10-04,8,11
rest-001,2025-10-05,1,61
rest-001,2025-10-05,2,32
rest-001,2025-10-05,3,51
rest-001,2025-10-05,4,20
rest-001,2025-10-05,5,14
rest-001,2025-10-05,6,2
rest-001,2025-10-05,7,9
rest-001,2025-10-05,8,17
rest-001,2025-10-06,1,23
rest-001,2025-10-06,2,21
rest-001,2025-10-06,3,15
rest-001,2025-10-06,4,25
rest-001,2025-10-06,5,5
rest-001,2025-10-06,6,4
rest-001,2025-10-06,7,9
rest-001,2025-10-06,8,7
rest-001,2025-10-07,1,31
rest-001,2025-10-07,2,32
rest-001,2025-10-07,3,12
rest-001,2025-10-07,4,21
rest-001,2025-10-07,5,13
rest-001,2025-10-07,6,4
rest-001,2025-10-07,7,2
rest-001,2025-10-07,8,9
rest-001,2025-10-08,1,43
rest-001,2025-10-08,2,13
rest-001,2025-10-08,3,14
rest-001,2025-10-08,4,25
rest-001,2025-10-08,5,10
rest-001,2025-10-08,6,6
rest-001,2025-10-08,7,6
rest-001,2025-10-08,8,7
rest-001,2025-10-09,1,43
rest-001,2025-10-09,2,19
rest-001,2025-10-09,3,30
rest-001,2025-10-09,4,16
rest-001,2025-10-09,5,12
rest-001,2025-10-09,6,7
rest-001,2025-10-09,7,4
rest-001,2025-10-09,8,12
rest-001,2025-10-10,1,38
rest-001,2025-10-10,2,12
rest-001,2025-10-10,3,31
rest-001,2025-10-10,4,21
rest-001,2025-10-10,5,7
rest-001,2025-10-10,6,9
rest-001,2025-10-10,7,8
rest-001,2025-10-10,8,7
rest-001,2025-10-11,1,54
rest-001,2025-10-11,2,24
rest-001,2025-10-11,3,33
rest-001,2025-10-11,4,19
rest-001,2025-10-11,5,17
rest-001,2025-10-11,6,4
rest-001,2025-10-11,7,4
rest-001,2025-10-11,8,14
rest-001,2025-10-12,1,22
rest-001,2025-10-12,2,21
rest-001,2025-10-12,3,38
rest-001,2025-10-12,4,28
rest-001,2025-10-12,5,11
rest-001,2025-10-12,6,14
rest-001,2025-10-12,7,8
rest-001,2025-10-12,8,5
rest-001,2025-10-13,1,41
rest-001,2025-10-13,2,14
rest-001,2025-10-13,3,29
rest-001,2025-10-13,4,18
rest-001,2025-10-13,5,11
rest-001,2025-10-13,6,7
rest-001,2025-10-13,7,9
rest-001,2025-10-13,8,8
rest-001,2025-10-14,1,39
rest-001,2025-10-14,2,16
rest-001,2025-10-14,3,18
rest-001,2025-10-14,4,14
rest-001,2025-10-14,5,3
rest-001,2025-10-14,6,5
rest-001,2025-10-14,7,4
rest-001,2025-10-14,8,9
rest-001,2025-10-15,1,28
rest-001,2025-10-15,2,11
rest-001,2025-10-15,3,28
rest-001,2025-10-15,4,12
rest-001,2025-10-15,5,14
rest-001,2025-10-15,8,15
rest-001,2025-10-16,1,35
rest-001,2025-10-16,2,10
rest-001,2025-10-16,3,27
rest-001,2025-10-16,4,14
rest-001,2025-10-16,5,6
rest-001,2025-10-16,6,2
rest-001,2025-10-16,7,2
rest-001,2025-10-16,8,15
rest-001,2025-10-17,1,35
rest-001,2025-10-17,2,33
rest-001,2025-10-17,3,30
rest-001,2025-10-17,4,16
rest-001,2025-10-17,5,10
rest-001,2025-10-17,6,3
rest-001,2025-10-17,7,3
rest-001,2025-10-17,8,7
rest-001,2025-10-18,1,42
rest-001,2025-10-18,2,16
rest-001,2025-10-18,3,14
rest-001,2025-10-18,4,14
rest-001,2025-10-18,5,4
rest-001,2025-10-18,6,4
rest-001,2025-10-18,7,4
rest-001,2025-10-18,8,16
rest-001,2025-10-19,1,34
rest-001,2025-10-19,2,24
rest-001,2025-10-19,3,23
rest-001,2025-10-19,4,18
rest-001,2025-10-19,5,4
rest-001,2025-10-19,6,4
rest-001,2025-10-19,7,9
rest-001,2025-10-19,8,14
rest-001,2025-10-20,1,18
rest-001,2025-10-20,2,13
rest-001,2025-10-20,3,20
rest-001,2025-10-20,4,11
rest-001,2025-10-20,5,7
rest-001,2025-10-20,6,3
rest-001,2025-10-20,7,4
rest-001,2025-10-20,8,13
rest-001,2025-10-21,1,28
rest-001,2025-10-21,2,16
rest-001,2025-10-21,3,22
rest-001,2025-10-21,4,5
rest-001,2025-10-21,5,7
rest-001,2025-10-21,6,6
rest-001,2025-10-21,7,3
rest-001,2025-10-21,8,3
rest-001,2025-10-22,1,25
rest-001,2025-10-22,2,18
rest-001,2025-10-22,3,21
rest-001,2025-10-22,4,18
rest-001,2025-10-22,5,3
rest-001,2025-10-22,6,4
rest-001,2025-10-22,7,2
rest-001,2025-10-22,8,7
rest-001,2025-10-23,1,29
rest-001,2025-10-23,2,12
rest-001,2025-10-23,3,25
rest-001,2025-10-23,4,14
rest-001,2025-10-23,5,7
rest-001,2025-10-23,6,4
rest-001,2025-10-23,7,5
rest-001,2025-10-23,8,7
rest-001,2025-10-24,1,17
rest-001,2025-10-24,2,11
rest-001,2025-10-24,3,21
rest-001,2025-10-24,4,9
rest-001,2025-10-24,5,5
rest-001,2025-10-24,6,2
rest-001,2025-10-24,7,5
rest-001,2025-10-24,8,7
rest-001,2025-10-25,1,12
rest-001,2025-10-25,2,16
rest-001,2025-10-25,3,22
rest-001,2025-10-25,4,8
rest-001,2025-10-25,5,7
rest-001,2025-10-25,6,4
rest-001,2025-10-25,7,6
rest-001,2025-10-25,8,11
rest-001,2025-10-26,1,20
rest-001,2025-10-26,2,24
rest-001,2025-10-26,3,31
rest-001,2025-10-26,4,14
rest-001,2025-10-26,5,11
rest-001,2025-10-26,6,5
rest-001,2025-10-26,7,8
rest-001,2025-10-26,8,14
rest-001,2025-10-27,1,15
rest-001,2025-10-27,2,12
rest-001,2025-10-27,3,31
rest-001,2025-10-27,4,15
rest-001,2025-10-27,5,9
rest-001,2025-10-27,6,5
rest-001,2025-10-27,7,8
rest-001,2025-10-27,8,11
rest-001,2025-10-28,1,17
rest-001,2025-10-28,2,12
rest-001,2025-10-28,3,16
rest-001,2025-10-28,4,20
rest-001,2025-10-28,5,11
rest-001,2025-10-28,6,9
rest-001,2025-10-28,7,5
rest-001,2025-10-28,8,6
rest-001,2025-10-29,1,32
rest-001,2025-10-29,2,12
rest-001,2025-10-29,3,23
rest-001,2025-10-29,4,24
rest-001,2025-10-29,5,6
rest-001,2025-10-29,6,1
rest-001,2025-10-29,7,3
rest-001,2025-10-29,8,13
rest-001,2025-10-30,1,26
rest-001,2025-10-30,2,18
rest-001,2025-10-30,3,10
rest-001,2025-10-30,4,13
rest-001,2025-10-30,5,10
rest-001,2025-10-30,6,2
rest-001,2025-10-30,7,12
rest-001,2025-10-30,8,14
rest-001,2025-10-31,1,36
rest-001,2025-10-31,2,12
rest-001,2025-10-31,3,17
rest-001,2025-10-31,4,12
rest-001,2025-10-31,5,9
rest-001,2025-10-31,6,5
rest-001,2025-10-31,7,9
rest-001,2025-10-31,8,8
rest-001,2025-11-01,1,48
rest-001,2025-11-01,2,31
rest-001,2025-11-01,3,38
rest-001,2025-11-01,4,20
rest-001,2025-11-01,5,10
rest-001,2025-11-01,6,9
rest-001,2025-11-01,7,3
rest-001,2025-11-01,8,11
rest-001,2025-11-02,1,38
rest-001,2025-11-02,2,34
rest-001,2025-11-02,3,38
rest-001,2025-11-02,4,18
rest-001,2025-11-02,5,6
rest-001,2025-11-02,6,6
rest-001,2025-11-02,7,7
rest-001,2025-11-02,8,15
rest-001,2025-11-03,1,21
rest-001,2025-11-03,2,16
rest-001,2025-11-03,3,19
rest-001,2025-11-03,4,13
rest-001,2025-11-03,5,7
rest-001,2025-11-03,6,13
rest-001,2025-11-03,7,10
rest-001,2025-11-03,8,21
rest-001,2025-11-04,1,34
rest-001,2025-11-04,2,18
rest-001,2025-11-04,3,32
rest-001,2025-11-04,4,18
rest-001,2025-11-04,5,6
rest-001,2025-11-04,6,6
rest-001,2025-11-04,7,10
rest-001,2025-11-04,8,13
rest-001,2025-11-05,1,47
rest-001,2025-11-05,2,19
rest-001,2025-11-05,3,19
rest-001,2025-11-05,4,20
rest-001,2025-11-05,5,11
rest-001,2025-11-05,6,7
rest-001,2025-11-05,7,1
rest-001,2025-11-05,8,17
rest-001,2025-11-06,1,23
rest-001,2025-11-06,2,31
rest-001,2025-11-06,3,15
rest-001,2025-11-06,4,17
rest-001,2025-11-06,5,12
rest-001,2025-11-06,6,3
rest-001,2025-11-06,7,7
rest-001,2025-11-06,8,10
rest-001,2025-11-07,1,34
rest-001,2025-11-07,2,17
rest-001,2025-11-07,3,16
rest-001,2025-11-07,4,13
rest-001,2025-11-07,5,8
rest-001,2025-11-07,6,8
rest-001,2025-11-07,7,5
rest-001,2025-11-07,8,12
rest-001,2025-11-08,1,27
rest-001,2025-11-08,2,16
rest-001,2025-11-08,3,36
rest-001,2025-11-08,4,19
rest-001,2025-11-08,5,8
rest-001,2025-11-08,6,8
rest-001,2025-11-08,7,8
rest-001,2025-11-08,8,18
rest-001,2025-11-09,1,44
rest-001,2025-11-09,2,20
rest-001,2025-11-09,3,17
rest-001,2025-11-09,4,16
rest-001,2025-11-09,5,19
rest-001,2025-11-09,6,8
rest-001,2025-11-09,7,11
rest-001,2025-11-09,8,6
rest-001,2025-11-10,1,32
rest-001,2025-11-10,2,17
rest-001,2025-11-10,3,26
rest-001,2025-11-10,4,25
rest-001,2025-11-10,5,12
rest-001,2025-11-10,6,4
rest-001,2025-11-10,7,9
rest-001,2025-11-10,8,13
rest-001,2025-11-11,1,43
rest-001,2025-11-11,2,17
rest-001,2025-11-11,3,23
rest-001,2025-11-11,4,14
rest-001,2025-11-11,5,7
rest-001,2025-11-11,6,8
rest-001,2025-11-11,7,6
rest-001,2025-11-11,8,9
rest-001,2025-11-12,1,42
rest-001,2025-11-12,2,15
rest-001,2025-11-12,3,15
rest-001,2025-11-12,4,9
rest-001,2025-11-12,5,8
rest-001,2025-11-12,6,13
rest-001,2025-11-12,7,1
rest-001,2025-11-12,8,14
rest-001,2025-11-13,1,40
rest-001,2025-11-13,2,22
rest-001,2025-11-13,3,9
rest-001,2025-11-13,4,7
rest-001,2025-11-13,5,12
rest-001,2025-11-13,6,3
rest-001,2025-11-13,7,7
rest-001,2025-11-13,8,6
rest-001,2025-11-14,1,23
rest-001,2025-11-14,2,23
rest-001,2025-11-14,3,35
rest-001,2025-11-14,4,11
rest-001,2025-11-14,5,7
rest-001,2025-11-14,6,6
rest-001,2025-11-14,7,4
rest-001,2025-11-14,8,5
rest-001,2025-11-15,1,31
rest-001,2025-11-15,2,10
rest-001,2025-11-15,3,22
rest-001,2025-11-15,4,23
rest-001,2025-11-15,5,9
rest-001,2025-11-15,6,7
rest-001,2025-11-15,7,4
rest-001,2025-11-15,8,13
rest-001,2025-11-16,1,44
rest-001,2025-11-16,2,18
rest-001,2025-11-16,3,29
rest-001,2025-11-16,4,28
rest-001,2025-11-16,5,8
rest-001,2025-11-16,6,6
rest-001,2025-11-16,7,3
rest-001,2025-11-16,8,15
rest-001,2025-11-17,1,39
rest-001,2025-11-17,2,17
rest-001,2025-11-17,3,16
rest-001,2025-11-17,4,11
rest-001,2025-11-17,5,7
rest-001,2025-11-17,6,4
rest-001,2025-11-17,7,4
rest-001,2025-11-17,8,12
rest-001,2025-11-18,1,24
rest-001,2025-11-18,2,25
rest-001,2025-11-18,3,17
rest-001,2025-11-18,4,6
rest-001,2025-11-18,5,7
rest-001,2025-11-18,6,4
rest-001,2025-11-18,7,8
rest-001,2025-11-18,8,5
rest-001,2025-11-19,1,21
rest-001,2025-11-19,2,16
rest-001,2025-11-19,3,17
rest-001,2025-11-19,4,13
rest-001,2025-11-19,5,5
rest-001,2025-11-19,6,4
rest-001,2025-11-19,7,4
rest-001,2025-11-19,8,9
rest-001,2025-11-20,1,18
rest-001,2025-11-20,2,29
rest-001,2025-11-20,3,26
rest-001,2025-11-20,4,15
rest-001,2025-11-20,5,9
rest-001,2025-11-20,6,4
rest-001,2025-11-20,7,4
rest-001,2025-11-20,8,7
rest-001,2025-11-21,1,24
rest-001,2025-11-21,2,17
rest-001,2025-11-21,3,13
rest-001,2025-11-21,4,26
rest-001,2025-11-21,6,10
rest-001,2025-11-21,7,4
rest-001,2025-11-21,8,5
rest-001,2025-11-22,1,21
rest-001,2025-11-22,2,23
rest-001,2025-11-22,3,20
rest-001,2025-11-22,4,17
rest-001,2025-11-22,5,7
rest-001,2025-11-22,6,6
rest-001,2025-11-22,7,6
rest-001,2025-11-22,8,10
rest-001,2025-11-23,1,22
rest-001,2025-11-23,2,15
rest-001,2025-11-23,3,21
rest-001,2025-11-23,4,13
rest-001,2025-11-23,5,9
rest-001,2025-11-23,6,3
rest-001,2025-11-23,7,5
rest-001,2025-11-23,8,13
rest-001,2025-11-24,1,13
rest-001,2025-11-24,2,11
rest-001,2025-11-24,3,12
rest-001,2025-11-24,4,9
rest-001,2025-11-24,5,8
rest-001,2025-11-24,6,10
rest-001,2025-11-24,7,5
rest-001,2025-11-24,8,9
rest-001,2025-11-25,1,33
rest-001,2025-11-25,2,13
rest-001,2025-11-25,3,26
rest-001,2025-11-25,4,8
rest-001,2025-11-25,5,11
rest-001,2025-11-25,6,4
rest-001,2025-11-25,7,10
rest-001,2025-11-25,8,10
rest-001,2025-11-26,1,23
rest-001,2025-11-26,2,13
rest-001,2025-11-26,3,16
rest-001,2025-11-26,4,17
rest-001,2025-11-26,5,2
rest-001,2025-11-26,6,3
rest-001,2025-11-26,7,5
rest-001,2025-11-26,8,5
rest-001,2025-11-27,1,46
rest-001,2025-11-27,2,21
rest-001,2025-11-27,3,28
rest-001,2025-11-27,4,18
rest-001,2025-11-27,5,8
rest-001,2025-11-27,6,4
rest-001,2025-11-27,7,4
rest-001,2025-11-27,8,12
rest-002,2025-06-01,1,34
rest-002,2025-06-01,2,28
rest-002,2025-06-01,3,33
rest-002,2025-06-01,4,17
rest-002,2025-06-01,5,12
rest-002,2025-06-01,6,6
rest-002,2025-06-01,7,4
rest-002,2025-06-01,8,16
rest-002,2025-06-02,1,34
rest-002,2025-06-02,2,10
rest-002,2025-06-02,3,12
rest-002,2025-06-02,4,15
rest-002,2025-06-02,5,6
rest-002,2025-06-02,6,5
rest-002,2025-06-02,7,5
rest-002,2025-06-02,8,14
rest-002,2025-06-03,1,41
rest-002,2025-06-03,2,14
rest-002,2025-06-03,3,28
rest-002,2025-06-03,4,10
rest-002,2025-06-03,5,7
rest-002,2025-06-03,6,6
rest-002,2025-06-03,7,8
rest-002,2025-06-03,8,7
rest-002,2025-06-04,1,21
rest-002,2025-06-04,2,24
rest-002,2025-06-04,3,31
rest-002,2025-06-04,4,18
rest-002,2025-06-04,5,13
rest-002,2025-06-04,6,7
rest-002,2025-06-04,7,8
rest-002,2025-06-04,8,10
rest-002,2025-06-05,1,35
rest-002,2025-06-05,2,17
rest-002,2025-06-05,3,21
rest-002,2025-06-05,4,22
rest-002,2025-06-05,5,15
rest-002,2025-06-05,6,4
rest-002,2025-06-05,7,4
rest-002,2025-06-05,8,19
rest-002,2025-06-06,1,24
rest-002,2025-06-06,2,24
rest-002,2025-06-06,3,15
rest-002,2025-06-06,4,14
rest-002,2025-06-06,5,3
rest-002,2025-06-06,6,6
rest-002,2025-06-06,7,2
rest-002,2025-06-06,8,16
rest-002,2025-06-07,1,37
rest-002,2025-06-07,2,17
rest-002,2025-06-07,3,44
rest-002,2025-06-07,4,25
rest-002,2025-06-07,5,13
rest-002,2025-06-07,6,8
rest-002,2025-06-07,7,16
rest-002,2025-06-07,8,22
rest-002,2025-06-08,1,19
rest-002,2025-06-08,2,25
rest-002,2025-06-08,3,24
rest-002,2025-06-08,4,31
rest-002,2025-06-08,5,14
rest-002,2025-06-08,6,12
rest-002,2025-06-08,7,6
rest-002,2025-06-08,8,9
rest-002,2025-06-09,1,42
rest-002,2025-06-09,2,7
rest-002,2025-06-09,3,20
rest-002,2025-06-09,4,20
rest-002,2025-06-09,5,8
rest-002,2025-06-09,6,2
rest-002,2025-06-09,7,5
rest-002,2025-06-09,8,10
rest-002,2025-06-10,1,39
rest-002,2025-06-10,2,27
rest-002,2025-06-10,3,25
rest-002,2025-06-10,4,25
rest-002,2025-06-10,5,10
rest-002,2025-06-10,6,4
rest-002,2025-06-10,7,4
rest-002,2025-06-10,8,12
rest-002,2025-06-11,1,17
rest-002,2025-06-11,2,13
rest-002,2025-06-11,3,35
rest-002,2025-06-11,4,10
rest-002,2025-06-11,5,10
rest-002,2025-06-11,6,8
rest-002,2025-06-11,7,2
rest-002,2025-06-11,8,9
rest-002,2025-06-12,1,29
rest-002,2025-06-12,2,39
rest-002,2025-06-12,3,24
rest-002,2025-06-12,4,28
rest-002,2025-06-12,5,15
rest-002,2025-06-12,6,7
rest-002,2025-06-12,7,6
rest-002,2025-06-12,8,16
rest-002,2025-06-13,1,45
rest-002,2025-06-13,2,20
rest-002,2025-06-13,3,14
rest-002,2025-06-13,4,27
rest-002,2025-06-13,5,14
rest-002,2025-06-13,6,7
rest-002,2025-06-13,7,4
rest-002,2025-06-13,8,2
rest-002,2025-06-14,1,35
rest-002,2025-06-14,2,32
rest-002,2025-06-14,3,34
rest-002,2025-06-14,4,17
rest-002,2025-06-14,5,15
rest-002,2025-06-14,6,5
rest-002,2025-06-14,7,7
rest-002,2025-06-14,8,15
rest-002,2025-06-15,1,25
rest-002,2025-06-15,2,9
rest-002,2025-06-15,3,25
rest-002,2025-06-15,4,25
rest-002,2025-06-15,5,5
rest-002,2025-06-15,6,10
rest-002,2025-06-15,7,3
rest-002,2025-06-15,8,11
rest-002,2025-06-16,1,22
rest-002,2025-06-16,2,14
rest-002,2025-06-16,3,15
rest-002,2025-06-16,4,9
rest-002,2025-06-16,5,11
rest-002,2025-06-16,6,6
rest-002,2025-06-16,7,4
rest-002,2025-06-16,8,18
rest-002,2025-06-17,1,38
rest-002,2025-06-17,2,9
rest-002,2025-06-17,3,28
rest-002,2025-06-17,4,15
rest-002,2025-06-17,5,5
rest-002,2025-06-17,6,7
rest-002,2025-06-17,7,6
rest-002,2025-06-17,8,5
rest-002,2025-06-18,1,36
rest-002,2025-06-18,2,19
rest-002,2025-06-18,3,14
rest-002,2025-06-18,4,12
rest-002,2025-06-18,5,3
rest-002,2025-06-18,6,10
rest-002,2025-06-18,7,2
rest-002,2025-06-18,8,6
rest-002,2025-06-19,1,9
rest-002,2025-06-19,2,10
rest-002,2025-06-19,3,15
rest-002,2025-06-19,4,16
rest-002,2025-06-19,5,6
rest-002,2025-06-19,6,9
rest-002,2025-06-19,7,7
rest-002,2025-06-19,8,11
rest-002,2025-06-20,1,25
rest-002,2025-06-20,2,16
rest-002,2025-06-20,3,20
rest-002,2025-06-20,4,8
rest-002,2025-06-20,5,11
rest-002,2025-06-20,6,5
rest-002,2025-06-20,7,2
rest-002,2025-06-20,8,7
rest-002,2025-06-21,1,33
rest-002,2025-06-21,2,11
rest-002,2025-06-21,3,18
rest-002,2025-06-21,4,13
rest-002,2025-06-21,5,5
rest-002,2025-06-21,6,4
rest-002,2025-06-21,7,5
rest-002,2025-06-21,8,12
rest-002,2025-06-22,1,26
rest-002,2025-06-22,2,16
rest-002,2025-06-22,3,14
rest-002,2025-06-22,4,10
rest-002,2025-06-22,5,18
rest-002,2025-06-22,6,3
rest-002,2025-06-22,7,3
rest-002,2025-06-22,8,14
rest-002,2025-06-23,1,23
rest-002,2025-06-23,2,12
rest-002,2025-06-23,3,16
rest-002,2025-06-23,4,19
rest-002,2025-06-23,5,6
rest-002,2025-06-23,6,6
rest-002,2025-06-23,7,5
rest-002,2025-06-23,8,11
rest-002,2025-06-24,1,18
rest-002,2025-06-24,2,7
rest-002,2025-06-24,3,27
rest-002,2025-06-24,4,8
rest-002,2025-06-24,5,7
rest-002,2025-06-24,6,4
rest-002,2025-06-24,7,3
rest-002,2025-06-24,8,17
rest-002,2025-06-25,1,29
rest-002,2025-06-25,2,25
rest-002,2025-06-25,3,22
rest-002,2025-06-25,4,17
rest-002,2025-06-25,5,4
rest-002,2025-06-25,6,10
rest-002,2025-06-25,7,4
rest-002,2025-06-25,8,13
rest-002,2025-06-26,1,24
rest-002,2025-06-26,2,9
rest-002,2025-06-26,3,11
rest-002,2025-06-26,4,9
rest-002,2025-06-26,5,2
rest-002,2025-06-26,6,2
rest-002,2025-06-26,7,4
rest-002,2025-06-26,8,14
rest-002,2025-06-27,1,23
rest-002,2025-06-27,2,11
rest-002,2025-06-27,3,13
rest-002,2025-06-27,4,14
rest-002,2025-06-27,5,13
rest-002,2025-06-27,6,7
rest-002,2025-06-27,7,6
rest-002,2025-06-27,8,4
rest-002,2025-06-28,1,25
rest-002,2025-06-28,2,11
rest-002,2025-06-28,3,36
rest-002,2025-06-28,4,16
rest-002,2025-06-28,5,6
rest-002,2025-06-28,6,2
rest-002,2025-06-28,7,3
rest-002,2025-06-28,8,12
rest-002,2025-06-29,1,33
rest-002,2025-06-29,2,26
rest-002,2025-06-29,3,25
rest-002,2025-06-29,4,11
rest-002,2025-06-29,5,14
rest-002,2025-06-29,6,7
rest-002,2025-06-29,7,1
rest-002,2025-06-29,8,12
rest-002,2025-06-30,1,42
rest-002,2025-06-30,2,29
rest-002,2025-06-30,3,17
rest-002,2025-06-30,4,12
rest-002,2025-06-30,5,12
rest-002,2025-06-30,6,6
rest-002,2025-06-30,7,4
rest-002,2025-06-30,8,5
rest-002,2025-07-01,1,35
rest-002,2025-07-01,2,26
rest-002,2025-07-01,3,20
rest-002,2025-07-01,4,19
rest-002,2025-07-01,5,12
rest-002,2025-07-01,6,6
rest-002,2025-07-01,7,7
rest-002,2025-07-01,8,12
rest-002,2025-07-02,1,33
rest-002,2025-07-02,2,15
rest-002,2025-07-02,3,28
rest-002,2025-07-02,4,26
rest-002,2025-07-02,5,6
rest-002,2025-07-02,6,9
rest-002,2025-07-02,7,6
rest-002,2025-07-02,8,6
rest-002,2025-07-03,1,26
rest-002,2025-07-03,2,21
rest-002,2025-07-03,3,23
rest-002,2025-07-03,4,17
rest-002,2025-07-03,5,9
rest-002,2025-07-03,6,10
rest-002,2025-07-03,8,16
rest-002,2025-07-04,1,20
rest-002,2025-07-04,2,24
rest-002,2025-07-04,3,29
rest-002,2025-07-04,4,14
rest-002,2025-07-04,5,7
rest-002,2025-07-04,6,4
rest-002,2025-07-04,7,4
rest-002,2025-07-04,8,13
rest-002,2025-07-05,1,24
rest-002,2025-07-05,2,24
rest-002,2025-07-05,3,28
rest-002,2025-07-05,4,29
rest-002,2025-07-05,5,16
rest-002,2025-07-05,6,10
rest-002,2025-07-05,7,5
rest-002,2025-07-05,8,16
rest-002,2025-07-06,1,35
rest-002,2025-07-06,2,12
rest-002,2025-07-06,3,24
rest-002,2025-07-06,4,30
rest-002,2025-07-06,5,11
rest-002,2025-07-06,6,8
rest-002,2025-07-06,7,3
rest-002,2025-07-06,8,21
rest-002,2025-07-07,1,32
rest-002,2025-07-07,2,12
rest-002,2025-07-07,3,26
rest-002,2025-07-07,4,18
rest-002,2025-07-07,5,12
rest-002,2025-07-07,6,2
rest-002,2025-07-07,7,5
rest-002,2025-07-07,8,10
rest-002,2025-07-08,1,33
rest-002,2025-07-08,2,18
rest-002,2025-07-08,3,11
rest-002,2025-07-08,4,13
rest-002,2025-07-08,5,5
rest-002,2025-07-08,6,8
rest-002,2025-07-08,7,8
rest-002,2025-07-08,8,18
rest-002,2025-07-09,1,48
rest-002,2025-07-09,2,26
rest-002,2025-07-09,3,33
rest-002,2025-07-09,4,8
rest-002,2025-07-09,5,2
rest-002,2025-07-09,6,8
rest-002,2025-07-09,7,3
rest-002,2025-07-09,8,9
