date,day_of_week,is_weekend,month,menu_category,is_festival,festival_type,is_poya_day,temperature_avg,rainfall_mm,is_heavy_rain,supplier_invoice_qty,daily_demand_qty
2023-07-10,Monday,0,7,Rice & Curry,0,None,0,26.9,2.3,0,102,88
2023-07-10,Monday,0,7,Fried Rice,0,None,0,31.6,1.3,0,117,97
2023-07-10,Monday,0,7,Kottu,0,None,0,30.5,5.5,0,140,109
2023-07-10,Monday,0,7,Short Eats,0,None,0,27.9,0.8,0,189,143
2023-07-10,Monday,0,7,Beverages,0,None,0,30.2,1.2,0,182,163
2023-07-11,Tuesday,0,7,Rice & Curry,0,None,0,31.8,2.5,0,198,148
2023-07-11,Tuesday,0,7,Fried Rice,0,None,0,26.6,4.8,0,155,114
2023-07-11,Tuesday,0,7,Kottu,0,None,0,27.5,2.5,0,101,72
2023-07-11,Tuesday,0,7,Short Eats,0,None,0,32.2,1.1,0,84,72
2023-07-11,Tuesday,0,7,Beverages,0,None,0,32.0,6.1,0,168,155
2023-07-12,Wednesday,0,7,Rice & Curry,0,None,0,32.2,1.6,0,108,87
2023-07-12,Wednesday,0,7,Fried Rice,0,None,0,30.7,0.4,0,87,66
2023-07-12,Wednesday,0,7,Kottu,0,None,0,30.0,0.3,0,127,115
2023-07-12,Wednesday,0,7,Short Eats,0,None,0,32.3,10.8,0,170,153
2023-07-12,Wednesday,0,7,Beverages,0,None,0,32.0,24.2,1,114,82
2023-07-13,Thursday,0,7,Rice & Curry,0,None,0,28.1,1.5,0,114,80
2023-07-13,Thursday,0,7,Fried Rice,0,None,0,28.5,6.1,0,154,108
2023-07-13,Thursday,0,7,Kottu,0,None,0,26.6,1.5,0,165,116
2023-07-13,Thursday,0,7,Short Eats,0,None,0,31.4,3.9,0,175,136
2023-07-13,Thursday,0,7,Beverages,0,None,0,26.9,2.9,0,137,115
2023-07-14,Friday,0,7,Rice & Curry,0,None,1,30.4,8.0,0,89,71
2023-07-14,Friday,0,7,Fried Rice,0,None,1,26.5,4.1,0,98,79
2023-07-14,Friday,0,7,Kottu,0,None,1,31.0,2.0,0,99,83
2023-07-14,Friday,0,7,Short Eats,0,None,1,32.1,1.9,0,177,139
2023-07-14,Friday,0,7,Beverages,0,None,1,29.7,1.0,0,130,105
2023-07-15,Saturday,1,7,Rice & Curry,0,None,1,29.5,7.9,0,121,128
2023-07-15,Saturday,1,7,Fried Rice,0,None,1,30.2,0.2,0,90,98
2023-07-15,Saturday,1,7,Kottu,0,None,1,28.5,8.0,0,199,223
2023-07-15,Saturday,1,7,Short Eats,0,None,1,27.2,2.8,0,120,124
2023-07-15,Saturday,1,7,Beverages,0,None,1,32.8,0.3,0,101,90
2023-07-16,Sunday,1,7,Rice & Curry,0,None,0,30.5,3.7,0,94,85
2023-07-16,Sunday,1,7,Fried Rice,0,None,0,26.3,3.5,0,160,175
2023-07-16,Sunday,1,7,Kottu,0,None,0,27.2,0.1,0,191,162
2023-07-16,Sunday,1,7,Short Eats,0,None,0,27.2,2.4,0,119,129
2023-07-16,Sunday,1,7,Beverages,0,None,0,32.7,3.1,0,135,152
2023-07-17,Monday,0,7,Rice & Curry,0,None,0,32.2,3.5,0,128,98
2023-07-17,Monday,0,7,Fried Rice,0,None,0,32.4,3.5,0,151,109
2023-07-17,Monday,0,7,Kottu,0,None,0,30.2,4.9,0,108,87
2023-07-17,Monday,0,7,Short Eats,0,None,0,26.6,3.7,0,195,149
2023-07-17,Monday,0,7,Beverages,0,None,0,30.8,3.6,0,159,146
2023-07-18,Tuesday,0,7,Rice & Curry,0,None,0,32.2,0.9,0,132,119
2023-07-18,Tuesday,0,7,Fried Rice,0,None,0,32.2,0.5,0,130,92
2023-07-18,Tuesday,0,7,Kottu,0,None,0,32.3,3.9,0,198,169
2023-07-18,Tuesday,0,7,Short Eats,0,None,0,32.6,6.0,0,189,148
2023-07-18,Tuesday,0,7,Beverages,0,None,0,26.5,14.8,0,128,111
2023-07-19,Wednesday,0,7,Rice & Curry,0,None,0,32.2,1.5,0,189,151
2023-07-19,Wednesday,0,7,Fried Rice,0,None,0,26.5,0.9,0,113,93
2023-07-19,Wednesday,0,7,Kottu,0,None,0,26.4,11.4,0,111,82
2023-07-19,Wednesday,0,7,Short Eats,0,None,0,27.0,14.5,0,119,87
2023-07-19,Wednesday,0,7,Beverages,0,None,0,26.1,0.7,0,90,70
2023-07-20,Thursday,0,7,Rice & Curry,0,None,0,28.1,1.1,0,139,126
2023-07-20,Thursday,0,7,Fried Rice,0,None,0,28.6,1.7,0,92,66
2023-07-20,Thursday,0,7,Kottu,0,None,0,27.5,6.6,0,174,156
2023-07-20,Thursday,0,7,Short Eats,0,None,0,26.5,17.3,0,199,143
2023-07-20,Thursday,0,7,Beverages,0,None,0,29.4,1.4,0,171,146
2023-07-21,Friday,0,7,Rice & Curry,0,None,0,27.1,2.6,0,89,74
2023-07-21,Friday,0,7,Fried Rice,0,None,0,27.0,3.9,0,191,142
2023-07-21,Friday,0,7,Kottu,0,None,0,32.1,2.3,0,174,135
2023-07-21,Friday,0,7,Short Eats,0,None,0,31.8,0.2,0,135,107
2023-07-21,Friday,0,7,Beverages,0,None,0,27.3,1.7,0,97,84
2023-07-22,Saturday,1,7,Rice & Curry,0,None,0,31.4,7.9,0,94,80
2023-07-22,Saturday,1,7,Fried Rice,0,None,0,26.9,3.3,0,111,123
2023-07-22,Saturday,1,7,Kottu,0,None,0,28.6,0.9,0,161,158
2023-07-22,Saturday,1,7,Short Eats,0,None,0,30.6,3.3,0,117,128
2023-07-22,Saturday,1,7,Beverages,0,None,0,28.5,7.9,0,97,85
2023-07-23,Sunday,1,7,Rice & Curry,0,None,0,30.9,2.2,0,175,154
2023-07-23,Sunday,1,7,Fried Rice,0,None,0,27.4,12.1,0,180,179
2023-07-23,Sunday,1,7,Kottu,0,None,0,31.2,2.9,0,93,96
2023-07-23,Sunday,1,7,Short Eats,0,None,0,27.6,3.2,0,104,110
2023-07-23,Sunday,1,7,Beverages,0,None,0,28.0,0.6,0,199,178
2023-07-24,Monday,0,7,Rice & Curry,0,None,0,28.0,1.0,0,188,151
2023-07-24,Monday,0,7,Fried Rice,0,None,0,32.3,3.7,0,117,110
2023-07-24,Monday,0,7,Kottu,0,None,0,30.0,0.6,0,157,120
2023-07-24,Monday,0,7,Short Eats,0,None,0,32.6,9.0,0,155,130
2023-07-24,Monday,0,7,Beverages,0,None,0,31.9,6.4,0,141,134
2023-07-25,Tuesday,0,7,Rice & Curry,0,None,0,26.2,1.2,0,164,151
2023-07-25,Tuesday,0,7,Fried Rice,0,None,0,27.7,1.2,0,92,79
2023-07-25,Tuesday,0,7,Kottu,0,None,0,30.2,0.2,0,195,173
2023-07-25,Tuesday,0,7,Short Eats,0,None,0,27.1,2.5,0,94,70
2023-07-25,Tuesday,0,7,Beverages,0,None,0,28.1,1.1,0,170,121
2023-07-26,Wednesday,0,7,Rice & Curry,0,None,0,28.0,0.9,0,169,152
2023-07-26,Wednesday,0,7,Fried Rice,0,None,0,30.1,0.0,0,107,95
2023-07-26,Wednesday,0,7,Kottu,0,None,0,27.1,2.7,0,161,133
2023-07-26,Wednesday,0,7,Short Eats,0,None,0,30.9,10.9,0,193,154
2023-07-26,Wednesday,0,7,Beverages,0,None,0,31.8,0.7,0,164,146
2023-07-27,Thursday,0,7,Rice & Curry,0,None,0,26.3,4.2,0,162,138
2023-07-27,Thursday,0,7,Fried Rice,0,None,0,32.4,2.9,0,174,127
2023-07-27,Thursday,0,7,Kottu,0,None,0,30.4,1.3,0,136,110
2023-07-27,Thursday,0,7,Short Eats,0,None,0,31.9,0.7,0,178,158
2023-07-27,Thursday,0,7,Beverages,0,None,0,27.5,1.6,0,91,80
2023-07-28,Friday,0,7,Rice & Curry,0,None,0,26.8,3.7,0,151,141
2023-07-28,Friday,0,7,Fried Rice,0,None,0,30.9,3.8,0,121,97
2023-07-28,Friday,0,7,Kottu,0,None,0,31.3,0.5,0,96,72
2023-07-28,Friday,0,7,Short Eats,0,None,0,29.9,7.8,0,119,111
2023-07-28,Friday,0,7,Beverages,0,None,0,28.7,0.3,0,116,103
2023-07-29,Saturday,1,7,Rice & Curry,0,None,0,29.0,0.4,0,128,117
2023-07-29,Saturday,1,7,Fried Rice,0,None,0,28.4,0.1,0,194,180
2023-07-29,Saturday,1,7,Kottu,0,None,0,26.3,4.1,0,96,99
2023-07-29,Saturday,1,7,Short Eats,0,None,0,27.3,1.4,0,117,132
2023-07-29,Saturday,1,7,Beverages,0,None,0,32.2,5.4,0,169,188
2023-07-30,Sunday,1,7,Rice & Curry,0,None,0,28.4,2.4,0,137,145
2023-07-30,Sunday,1,7,Fried Rice,0,None,0,30.9,3.9,0,189,204
2023-07-30,Sunday,1,7,Kottu,0,None,0,27.9,0.6,0,135,131
2023-07-30,Sunday,1,7,Short Eats,0,None,0,27.8,1.7,0,119,119
2023-07-30,Sunday,1,7,Beverages,0,None,0,32.9,11.2,0,193,216
2023-07-31,Monday,0,7,Rice & Curry,0,None,0,26.4,0.4,0,95,83
2023-07-31,Monday,0,7,Fried Rice,0,None,0,27.9,1.7,0,188,153
2023-07-31,Monday,0,7,Kottu,0,None,0,29.5,1.1,0,197,170
2023-07-31,Monday,0,7,Short Eats,0,None,0,31.3,5.6,0,89,66
2023-07-31,Monday,0,7,Beverages,0,None,0,28.1,0.5,0,106,76
2023-08-01,Tuesday,0,8,Rice & Curry,0,None,0,26.0,1.0,0,132,101
2023-08-01,Tuesday,0,8,Fried Rice,0,None,0,31.0,7.8,0,129,119
2023-08-01,Tuesday,0,8,Kottu,0,None,0,32.4,1.5,0,134,97
2023-08-01,Tuesday,0,8,Short Eats,0,None,0,29.1,5.2,0,82,64
2023-08-01,Tuesday,0,8,Beverages,0,None,0,29.0,7.1,0,165,123
2023-08-02,Wednesday,0,8,Rice & Curry,0,None,0,29.4,0.5,0,94,88
2023-08-02,Wednesday,0,8,Fried Rice,0,None,0,27.0,5.3,0,104,77
2023-08-02,Wednesday,0,8,Kottu,0,None,0,26.8,3.2,0,192,137
2023-08-02,Wednesday,0,8,Short Eats,0,None,0,27.5,0.1,0,170,159
2023-08-02,Wednesday,0,8,Beverages,0,None,0,31.7,3.3,0,102,89
2023-08-03,Thursday,0,8,Rice & Curry,0,None,0,28.9,3.3,0,131,92
2023-08-03,Thursday,0,8,Fried Rice,0,None,0,31.8,6.5,0,84,61
2023-08-03,Thursday,0,8,Kottu,0,None,0,26.5,1.8,0,138,130
2023-08-03,Thursday,0,8,Short Eats,0,None,0,27.5,0.3,0,191,171
2023-08-03,Thursday,0,8,Beverages,0,None,0,30.9,3.8,0,90,75
2023-08-04,Friday,0,8,Rice & Curry,0,None,0,26.7,0.8,0,151,117
2023-08-04,Friday,0,8,Fried Rice,0,None,0,32.6,6.8,0,173,132
2023-08-04,Friday,0,8,Kottu,0,None,0,32.8,2.3,0,190,140
2023-08-04,Friday,0,8,Short Eats,0,None,0,26.8,0.1,0,80,65
2023-08-04,Friday,0,8,Beverages,0,None,0,27.6,3.8,0,144,106
2023-08-05,Saturday,1,8,Rice & Curry,0,None,0,30.8,9.1,0,158,172
2023-08-05,Saturday,1,8,Fried Rice,0,None,0,29.3,1.7,0,87,77
2023-08-05,Saturday,1,8,Kottu,0,None,0,26.4,3.3,0,92,80
2023-08-05,Saturday,1,8,Short Eats,0,None,0,29.3,2.6,0,85,86
2023-08-05,Saturday,1,8,Beverages,0,None,0,27.3,0.6,0,94,102
2023-08-06,Sunday,1,8,Rice & Curry,0,None,0,28.7,2.5,0,196,177
2023-08-06,Sunday,1,8,Fried Rice,0,None,0,26.1,4.5,0,137,143
2023-08-06,Sunday,1,8,Kottu,0,None,0,29.7,0.1,0,84,78
2023-08-06,Sunday,1,8,Short Eats,0,None,0,27.7,4.2,0,193,218
2023-08-06,Sunday,1,8,Beverages,0,None,0,29.9,5.0,0,92,83
2023-08-07,Monday,0,8,Rice & Curry,0,None,0,27.7,2.9,0,142,133
2023-08-07,Monday,0,8,Fried Rice,0,None,0,30.6,0.3,0,98,74
2023-08-07,Monday,0,8,Kottu,0,None,0,30.8,11.3,0,123,111
2023-08-07,Monday,0,8,Short Eats,0,None,0,30.3,1.9,0,186,175
2023-08-07,Monday,0,8,Beverages,0,None,0,29.1,5.5,0,149,129
2023-08-08,Tuesday,0,8,Rice & Curry,0,None,0,30.6,0.3,0,190,147
2023-08-08,Tuesday,0,8,Fried Rice,0,None,0,29.9,0.1,0,95,67
2023-08-08,Tuesday,0,8,Kottu,0,None,0,28.9,0.7,0,188,165
2023-08-08,Tuesday,0,8,Short Eats,0,None,0,26.7,1.5,0,94,83
2023-08-08,Tuesday,0,8,Beverages,0,None,0,32.7,1.0,0,87,62
2023-08-09,Wednesday,0,8,Rice & Curry,0,None,0,29.3,1.9,0,136,105
2023-08-09,Wednesday,0,8,Fried Rice,0,None,0,26.6,1.5,0,193,168
2023-08-09,Wednesday,0,8,Kottu,0,None,0,29.0,5.3,0,122,113
2023-08-09,Wednesday,0,8,Short Eats,0,None,0,30.6,0.0,0,135,123
2023-08-09,Wednesday,0,8,Beverages,0,None,0,29.0,1.9,0,102,84
2023-08-10,Thursday,0,8,Rice & Curry,0,None,0,29.0,1.1,0,175,135
2023-08-10,Thursday,0,8,Fried Rice,0,None,0,32.3,1.0,0,199,141
2023-08-10,Thursday,0,8,Kottu,0,None,0,27.9,0.0,0,96,84
2023-08-10,Thursday,0,8,Short Eats,0,None,0,28.3,1.1,0,162,127
2023-08-10,Thursday,0,8,Beverages,0,None,0,30.7,6.5,0,101,74
2023-08-11,Friday,0,8,Rice & Curry,0,None,0,28.7,3.9,0,156,148
2023-08-11,Friday,0,8,Fried Rice,0,None,0,26.2,3.7,0,166,135
2023-08-11,Friday,0,8,Kottu,0,None,0,29.0,1.5,0,152,113
2023-08-11,Friday,0,8,Short Eats,0,None,0,30.4,1.0,0,126,104
2023-08-11,Friday,0,8,Beverages,0,None,0,32.4,6.0,0,177,131
2023-08-12,Saturday,1,8,Rice & Curry,0,None,0,28.9,5.7,0,157,166
2023-08-12,Saturday,1,8,Fried Rice,0,None,0,30.8,1.7,0,120,103
2023-08-12,Saturday,1,8,Kottu,0,None,0,27.1,1.6,0,89,81
2023-08-12,Saturday,1,8,Short Eats,0,None,0,26.2,7.2,0,124,115
2023-08-12,Saturday,1,8,Beverages,0,None,0,27.9,1.3,0,81,91
2023-08-13,Sunday,1,8,Rice & Curry,0,None,0,28.9,0.2,0,154,149
2023-08-13,Sunday,1,8,Fried Rice,0,None,0,26.1,7.8,0,138,140
2023-08-13,Sunday,1,8,Kottu,0,None,0,26.1,6.2,0,126,115
2023-08-13,Sunday,1,8,Short Eats,0,None,0,30.9,1.8,0,83,94
2023-08-13,Sunday,1,8,Beverages,0,None,0,29.8,1.3,0,106,107
2023-08-14,Monday,0,8,Rice & Curry,0,None,1,31.3,0.6,0,198,166
2023-08-14,Monday,0,8,Fried Rice,0,None,1,26.4,2.2,0,122,110
2023-08-14,Monday,0,8,Kottu,0,None,1,27.6,1.0,0,164,118
2023-08-14,Monday,0,8,Short Eats,0,None,1,26.6,0.9,0,197,155
2023-08-14,Monday,0,8,Beverages,0,None,1,32.1,0.3,0,95,74
2023-08-15,Tuesday,0,8,Rice & Curry,0,None,1,30.6,8.2,0,116,102
2023-08-15,Tuesday,0,8,Fried Rice,0,None,1,29.4,4.7,0,131,97
2023-08-15,Tuesday,0,8,Kottu,0,None,1,30.0,6.5,0,106,98
2023-08-15,Tuesday,0,8,Short Eats,0,None,1,29.8,5.3,0,142,112
2023-08-15,Tuesday,0,8,Beverages,0,None,1,28.9,4.6,0,148,134
2023-08-16,Wednesday,0,8,Rice & Curry,0,None,0,30.1,1.6,0,113,85
2023-08-16,Wednesday,0,8,Fried Rice,0,None,0,30.5,1.2,0,101,79
2023-08-16,Wednesday,0,8,Kottu,0,None,0,28.2,0.5,0,194,156
2023-08-16,Wednesday,0,8,Short Eats,0,None,0,27.7,4.5,0,136,100
2023-08-16,Wednesday,0,8,Beverages,0,None,0,29.8,0.4,0,84,62
2023-08-17,Thursday,0,8,Rice & Curry,0,None,0,31.2,1.8,0,137,97
2023-08-17,Thursday,0,8,Fried Rice,0,None,0,32.9,0.1,0,88,65
2023-08-17,Thursday,0,8,Kottu,0,None,0,32.9,15.1,0,173,136
2023-08-17,Thursday,0,8,Short Eats,0,None,0,31.3,2.8,0,110,85
2023-08-17,Thursday,0,8,Beverages,0,None,0,29.3,3.9,0,195,158
2023-08-18,Friday,0,8,Rice & Curry,0,None,0,30.3,4.4,0,175,160
2023-08-18,Friday,0,8,Fried Rice,0,None,0,27.4,10.9,0,186,143
2023-08-18,Friday,0,8,Kottu,0,None,0,26.9,0.4,0,150,106
2023-08-18,Friday,0,8,Short Eats,0,None,0,31.7,0.2,0,176,145
2023-08-18,Friday,0,8,Beverages,0,None,0,27.4,4.2,0,132,118
2023-08-19,Saturday,1,8,Rice & Curry,0,None,0,27.8,8.0,0,187,161
2023-08-19,Saturday,1,8,Fried Rice,0,None,0,28.0,0.4,0,154,168
2023-08-19,Saturday,1,8,Kottu,0,None,0,28.3,4.5,0,192,216
2023-08-19,Saturday,1,8,Short Eats,0,None,0,31.4,0.0,0,133,129
2023-08-19,Saturday,1,8,Beverages,0,None,0,27.9,5.9,0,89,93
2023-08-20,Sunday,1,8,Rice & Curry,0,None,0,27.6,3.9,0,184,191
2023-08-20,Sunday,1,8,Fried Rice,0,None,0,27.8,4.2,0,188,192
2023-08-20,Sunday,1,8,Kottu,0,None,0,31.9,0.2,0,120,137
2023-08-20,Sunday,1,8,Short Eats,0,None,0,27.3,3.6,0,91,86
2023-08-20,Sunday,1,8,Beverages,0,None,0,29.3,0.1,0,175,189
2023-08-21,Monday,0,8,Rice & Curry,0,None,0,31.9,2.6,0,145,117
2023-08-21,Monday,0,8,Fried Rice,0,None,0,29.8,0.8,0,106,91
2023-08-21,Monday,0,8,Kottu,0,None,0,31.6,2.0,0,94,87
2023-08-21,Monday,0,8,Short Eats,0,None,0,30.0,3.3,0,103,81
2023-08-21,Monday,0,8,Beverages,0,None,0,29.8,7.3,0,167,131
2023-08-22,Tuesday,0,8,Rice & Curry,0,None,0,32.4,2.1,0,199,182
2023-08-22,Tuesday,0,8,Fried Rice,0,None,0,32.9,5.2,0,159,151
2023-08-22,Tuesday,0,8,Kottu,0,None,0,30.2,1.5,0,124,108
2023-08-22,Tuesday,0,8,Short Eats,0,None,0,32.6,1.4,0,175,156
2023-08-22,Tuesday,0,8,Beverages,0,None,0,26.6,10.3,0,100,86
2023-08-23,Wednesday,0,8,Rice & Curry,0,None,0,30.2,0.1,0,149,130
2023-08-23,Wednesday,0,8,Fried Rice,0,None,0,32.3,7.3,0,140,110
2023-08-23,Wednesday,0,8,Kottu,0,None,0,26.9,0.4,0,120,98
2023-08-23,Wednesday,0,8,Short Eats,0,None,0,29.5,1.5,0,106,85
2023-08-23,Wednesday,0,8,Beverages,0,None,0,31.1,6.1,0,158,146
2023-08-24,Thursday,0,8,Rice & Curry,0,None,0,26.1,1.6,0,171,131
2023-08-24,Thursday,0,8,Fried Rice,0,None,0,26.1,3.1,0,119,110
2023-08-24,Thursday,0,8,Kottu,0,None,0,31.8,9.2,0,108,78
2023-08-24,Thursday,0,8,Short Eats,0,None,0,29.8,1.9,0,124,117
2023-08-24,Thursday,0,8,Beverages,0,None,0,27.6,2.0,0,80,62
2023-08-25,Friday,0,8,Rice & Curry,0,None,0,26.7,0.8,0,190,179
2023-08-25,Friday,0,8,Fried Rice,0,None,0,28.8,0.4,0,95,90
2023-08-25,Friday,0,8,Kottu,0,None,0,30.1,6.7,0,137,112
2023-08-25,Friday,0,8,Short Eats,0,None,0,28.2,2.7,0,163,142
2023-08-25,Friday,0,8,Beverages,0,None,0,28.2,0.6,0,82,73
2023-08-26,Saturday,1,8,Rice & Curry,0,None,0,30.7,0.5,0,163,171
2023-08-26,Saturday,1,8,Fried Rice,0,None,0,31.3,8.2,0,197,224
2023-08-26,Saturday,1,8,Kottu,0,None,0,26.6,6.1,0,92,78
2023-08-26,Saturday,1,8,Short Eats,0,None,0,28.0,2.3,0,132,142
2023-08-26,Saturday,1,8,Beverages,0,None,0,27.6,1.0,0,151,170
2023-08-27,Sunday,1,8,Rice & Curry,0,None,0,26.8,2.6,0,122,113
2023-08-27,Sunday,1,8,Fried Rice,0,None,0,31.4,4.2,0,191,166
2023-08-27,Sunday,1,8,Kottu,0,None,0,30.1,3.1,0,157,134
2023-08-27,Sunday,1,8,Short Eats,0,None,0,28.1,10.8,0,177,175
2023-08-27,Sunday,1,8,Beverages,0,None,0,30.8,1.2,0,181,187
2023-08-28,Monday,0,8,Rice & Curry,0,None,0,27.1,15.1,0,151,128
2023-08-28,Monday,0,8,Fried Rice,0,None,0,31.1,1.8,0,90,83
2023-08-28,Monday,0,8,Kottu,0,None,0,33.0,4.8,0,181,152
2023-08-28,Monday,0,8,Short Eats,0,None,0,28.5,9.7,0,125,110
2023-08-28,Monday,0,8,Beverages,0,None,0,32.5,14.8,0,197,153
2023-08-29,Tuesday,0,8,Rice & Curry,0,None,0,32.8,4.0,0,175,156
2023-08-29,Tuesday,0,8,Fried Rice,0,None,0,29.2,2.1,0,133,111
2023-08-29,Tuesday,0,8,Kottu,0,None,0,31.5,1.5,0,186,175
2023-08-29,Tuesday,0,8,Short Eats,0,None,0,28.6,0.3,0,162,117
2023-08-29,Tuesday,0,8,Beverages,0,None,0,27.2,0.3,0,171,162
2023-08-30,Wednesday,0,8,Rice & Curry,0,None,0,29.2,1.8,0,172,158
2023-08-30,Wednesday,0,8,Fried Rice,0,None,0,29.2,17.0,0,181,144
2023-08-30,Wednesday,0,8,Kottu,0,None,0,30.6,2.3,0,195,156
2023-08-30,Wednesday,0,8,Short Eats,0,None,0,29.2,2.1,0,86,74
2023-08-30,Wednesday,0,8,Beverages,0,None,0,32.7,0.7,0,89,68
2023-08-31,Thursday,0,8,Rice & Curry,0,None,0,29.7,0.5,0,170,133
2023-08-31,Thursday,0,8,Fried Rice,0,None,0,26.9,2.0,0,113,80
2023-08-31,Thursday,0,8,Kottu,0,None,0,30.3,4.8,0,83,70
2023-08-31,Thursday,0,8,Short Eats,0,None,0,30.2,8.2,0,114,83
2023-08-31,Thursday,0,8,Beverages,0,None,0,27.8,1.4,0,195,140
2023-09-01,Friday,0,9,Rice & Curry,0,None,0,30.0,9.5,0,97,72
2023-09-01,Friday,0,9,Fried Rice,0,None,0,32.2,3.3,0,138,109
2023-09-01,Friday,0,9,Kottu,0,None,0,30.3,3.0,0,125,111
2023-09-01,Friday,0,9,Short Eats,0,None,0,30.1,7.1,0,109,85
2023-09-01,Friday,0,9,Beverages,0,None,0,31.5,9.9,0,115,103
2023-09-02,Saturday,1,9,Rice & Curry,0,None,0,27.9,11.3,0,80,75
2023-09-02,Saturday,1,9,Fried Rice,0,None,0,32.9,1.6,0,85,90
2023-09-02,Saturday,1,9,Kottu,0,None,0,26.3,2.1,0,180,174
2023-09-02,Saturday,1,9,Short Eats,0,None,0,33.0,0.0,0,121,119
2023-09-02,Saturday,1,9,Beverages,0,None,0,31.7,12.0,0,106,100
2023-09-03,Sunday,1,9,Rice & Curry,0,None,0,32.1,0.1,0,108,100
2023-09-03,Sunday,1,9,Fried Rice,0,None,0,26.9,2.3,0,131,111
2023-09-03,Sunday,1,9,Kottu,0,None,0,26.8,0.5,0,86,96
2023-09-03,Sunday,1,9,Short Eats,0,None,0,28.7,1.0,0,112,122
2023-09-03,Sunday,1,9,Beverages,0,None,0,27.4,2.3,0,161,148
2023-09-04,Monday,0,9,Rice & Curry,0,None,0,29.5,0.3,0,145,131
2023-09-04,Monday,0,9,Fried Rice,0,None,0,30.4,6.1,0,136,96
2023-09-04,Monday,0,9,Kottu,0,None,0,27.7,8.0,0,118,100
2023-09-04,Monday,0,9,Short Eats,0,None,0,27.5,3.9,0,88,62
2023-09-04,Monday,0,9,Beverages,0,None,0,31.7,7.0,0,148,132
2023-09-05,Tuesday,0,9,Rice & Curry,0,None,0,29.7,1.0,0,118,94
2023-09-05,Tuesday,0,9,Fried Rice,0,None,0,30.4,0.0,0,82,61
2023-09-05,Tuesday,0,9,Kottu,0,None,0,27.4,2.0,0,85,68
2023-09-05,Tuesday,0,9,Short Eats,0,None,0,32.0,12.2,0,146,116
2023-09-05,Tuesday,0,9,Beverages,0,None,0,31.9,0.6,0,83,58
2023-09-06,Wednesday,0,9,Rice & Curry,0,None,0,26.2,3.2,0,95,80
2023-09-06,Wednesday,0,9,Fried Rice,0,None,0,32.1,3.3,0,156,114
2023-09-06,Wednesday,0,9,Kottu,0,None,0,32.4,6.0,0,177,132
2023-09-06,Wednesday,0,9,Short Eats,0,None,0,29.8,4.1,0,80,63
2023-09-06,Wednesday,0,9,Beverages,0,None,0,30.1,2.4,0,192,138
2023-09-07,Thursday,0,9,Rice & Curry,0,None,0,27.2,0.5,0,105,93
2023-09-07,Thursday,0,9,Fried Rice,0,None,0,30.8,0.7,0,102,97
2023-09-07,Thursday,0,9,Kottu,0,None,0,30.8,11.9,0,97,90
2023-09-07,Thursday,0,9,Short Eats,0,None,0,26.6,1.3,0,138,97
2023-09-07,Thursday,0,9,Beverages,0,None,0,30.7,4.1,0,106,94
2023-09-08,Friday,0,9,Rice & Curry,0,None,0,28.9,4.2,0,171,134
2023-09-08,Friday,0,9,Fried Rice,0,None,0,27.2,0.4,0,146,138
2023-09-08,Friday,0,9,Kottu,0,None,0,29.8,13.2,0,182,145
2023-09-08,Friday,0,9,Short Eats,0,None,0,27.7,0.4,0,197,168
2023-09-08,Friday,0,9,Beverages,0,None,0,27.5,3.5,0,124,102
2023-09-09,Saturday,1,9,Rice & Curry,0,None,0,32.5,0.3,0,193,198
2023-09-09,Saturday,1,9,Fried Rice,0,None,0,30.5,7.4,0,182,166
2023-09-09,Saturday,1,9,Kottu,0,None,0,32.1,7.1,0,123,121
2023-09-09,Saturday,1,9,Short Eats,0,None,0,30.4,5.4,0,165,148
2023-09-09,Saturday,1,9,Beverages,0,None,0,31.6,1.6,0,134,124
2023-09-10,Sunday,1,9,Rice & Curry,0,None,0,31.1,1.9,0,107,116
2023-09-10,Sunday,1,9,Fried Rice,0,None,0,32.1,0.2,0,105,116
2023-09-10,Sunday,1,9,Kottu,0,None,0,30.6,2.5,0,117,112
2023-09-10,Sunday,1,9,Short Eats,0,None,0,29.6,22.7,1,95,83
2023-09-10,Sunday,1,9,Beverages,0,None,0,31.4,20.5,1,151,114
2023-09-11,Monday,0,9,Rice & Curry,0,None,0,32.6,8.5,0,183,134
2023-09-11,Monday,0,9,Fried Rice,0,None,0,28.9,1.8,0,194,168
2023-09-11,Monday,0,9,Kottu,0,None,0,29.4,2.2,0,109,102
2023-09-11,Monday,0,9,Short Eats,0,None,0,28.4,1.1,0,100,82
2023-09-11,Monday,0,9,Beverages,0,None,0,29.9,3.4,0,161,115
2023-09-12,Tuesday,0,9,Rice & Curry,0,None,0,31.8,1.2,0,86,77
2023-09-12,Tuesday,0,9,Fried Rice,0,None,0,29.9,1.2,0,88,78
2023-09-12,Tuesday,0,9,Kottu,0,None,0,28.9,0.9,0,119,101
2023-09-12,Tuesday,0,9,Short Eats,0,None,0,29.4,0.6,0,180,167
2023-09-12,Tuesday,0,9,Beverages,0,None,0,26.4,4.7,0,145,112
2023-09-13,Wednesday,0,9,Rice & Curry,0,None,0,26.0,2.7,0,117,85
2023-09-13,Wednesday,0,9,Fried Rice,0,None,0,28.2,0.4,0,82,61
2023-09-13,Wednesday,0,9,Kottu,0,None,0,29.3,0.4,0,97,85
2023-09-13,Wednesday,0,9,Short Eats,0,None,0,28.5,0.5,0,114,105
